Číslo,Jméno,Název 1,Název 2,Typ zdroje,Rok publikace,Rok sběru,Lok. - bod,Lok. - oblast,Bibliografie,Náš zdroj
2377,,"N186_02 Věstín ZR, 1971. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1971,1971,Věstín ZR,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2378,,"N186_04 Drahonín BO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Drahonín BO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2379,,"N187_01 Drahonín BO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Drahonín BO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2380,,"N187_02 Drahonín BO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Drahonín BO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2381,,"N188_01 Drahonín BO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Drahonín BO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2382,,"N188_02 Vlkoš HO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Vlkoš HO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2383,,"N189_01 Vlkoš HO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Vlkoš HO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2384,,"N189_02 Vlkoš HO, 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Vlkoš HO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2385,,"N189_03 Lísek ZR (Vojtěchov), 1971. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1971,1971,Lísek ZR (Vojtěchov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2386,,"N190_01 Velký Beranov JI, 1968. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1968,1968,Velký Beranov JI,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2387,,"N190_02 Brno BM (Žebětín), 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Brno BM (Žebětín),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2388,,"N191_01 Brno BM (Žebětín), 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Brno BM (Žebětín),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2389,,"N191_02 Radslavice VY (Radslavičky), 1970. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1970,1970,Radslavice VY (Radslavičky),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2390,,"N192_01 Nosislav BO, 1982. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1982,1982,Nosislav BO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2391,,"N192_02 Brtnice JI (Příseka), 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Brtnice JI (Příseka),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2392,,"N193_01 Kozlovice FM, 1973. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1973,1973,Kozlovice FM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2393,,"N193_02 Brno BM (Ořešín), [197-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[197-],[197-],Brno BM (Ořešín),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2394,,"N193_03 Opava OP (Komárov), [197-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[197-],[197-],Opava OP (Komárov),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2395,,"N193_04 Zubří VS, [1972]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1972],[1972],Zubří VS,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2396,,"N194_01 Hluk UH, [1966]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1966],[1966],Hluk UH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2397,,"N194_02 Bánov UH, [1966]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1966],[1966],Bánov UH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2398,,"N195_01 Javorník HO, [1966]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1966],[1966],Javorník HO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2399,,"N195_02 Suchov HO, [1966]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1966],[1966],Suchov HO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2400,,"N196_01 Rudice UH, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Rudice UH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2401,,"N196_02 Pitín UH, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Pitín UH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2402,,"N197_01 Starý Hrozenkov UH, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Starý Hrozenkov UH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2403,,"N197_02 Hřivínův Újezd ZL, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Hřivínův Újezd ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2404,,"N197_03 Provodov ZL, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Provodov ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2405,,"N198_01 Provodov ZL, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Provodov ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2406,,"N198_02 Petrůvka ZL, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Petrůvka ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2407,,"N198_03 Blatnice pod Svatým Antonínkem HO, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Blatnice pod Svatým Antonínkem HO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2408,,"N199_01 Pozlovice ZL, 1967. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1967,1967,Pozlovice ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2409,,"N199_02 Kunštát BK, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Kunštát BK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2410,,"N200_01 Kunštát BK, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Kunštát BK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2411,,"N200_02 Kunštát BK, 1965. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1965,1965,Kunštát BK,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2412,,"N201_01 Osoblaha BR, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Osoblaha BR,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2413,,"N201_02 Město Albrechtice BR, [197-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[197-],[197-],Město Albrechtice BR,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2414,,"N201_03 Brno BM (Husovice), 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Brno BM (Husovice),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2415,,"N202_01 Brno BM (Husovice), 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Brno BM (Husovice),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2416,,"N202_02 Rusava KM, 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Rusava KM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2417,,"N203_01 Rusava KM, 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Rusava KM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2418,,"N204_01 Hnojník FM, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Hnojník FM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2419,,"N205_01 Hnojník FM, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Hnojník FM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2420,,"N205_02 Litovel OL, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Litovel OL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2421,,"N206_01 Litovel OL, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Litovel OL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2422,,"N206_02 Ostrava OV (Hošťálkovice), [197-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[197-],[197-],Ostrava OV (Hošťálkovice),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2423,,"N207_01 Svitavy SY, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Svitavy SY,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2424,,"N207_02 Moravský Beroun OL, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Moravský Beroun OL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2425,,"N208_01 Moravský Beroun OL, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Moravský Beroun OL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2426,,"N208_02 Vsetín VS, [197-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[197-],[197-],Vsetín VS,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2427,,"N209_01 Vsetín VS, [197-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[197-],[197-],Vsetín VS,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2428,,"N209_02 Slavonice JH, 1974. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1974,1974,Slavonice JH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2429,,"N210_01 Lhota ZL, 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Lhota ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2430,,"N211_01 Lhota ZL, 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Lhota ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2431,,"N211_02 Lužná VS, 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Lužná VS,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2432,,"N212_01 Lužná VS, 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Lužná VS,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2433,,"N212_02 Halenkovice ZL, 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Halenkovice ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2434,,"N213_01 Halenkovice ZL, 1969. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1969,1969,Halenkovice ZL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2435,,"N213_02 Horní Němčí UH, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Horní Němčí UH,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2436,,"N214_01 Slavkov nebo Otice OP, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Slavkov nebo Otice OP,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2437,,"N214_02 Slavkov nebo Otice OP, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Slavkov nebo Otice OP,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2438,,"N214_03 Děhylov OP, [1967]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1967],[1967],Děhylov OP,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2439,,"N215_01 Děhylov OP, [1967]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1967],[1967],Děhylov OP,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2440,,"N215_02 Pražmo FM, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Pražmo FM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2441,,"N216_01 Pražmo FM, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Pražmo FM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2442,,"N216_02 Hradec nad Moravicí OP (Kajlovec), [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Hradec nad Moravicí OP (Kajlovec),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2443,,"N217_01 Hradec nad Moravicí OP (Kajlovec), [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Hradec nad Moravicí OP (Kajlovec),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2444,,"N217_02 Hradec nad Moravicí OP (Kajlovec), [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Hradec nad Moravicí OP (Kajlovec),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2445,,"N217_03 Šilheřovice OP, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Šilheřovice OP,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2446,,"N218_01 Šilheřovice OP, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Šilheřovice OP,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2447,,"N218_02 Slavkov OP, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Slavkov OP,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2448,,"N218_03 Hradec nad Moravicí OP, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Hradec nad Moravicí OP,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2449,,"N220_01 Kozlovice FM, [1973]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1973],[1973],Kozlovice FM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2450,,"N221_01 Kozlovice FM, [1973]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[1973],[1973],Kozlovice FM,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2451,,"N221_02 Horní Loučky BO, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Horní Loučky BO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2452,,"N222_01 Horní Loučky BO, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Horní Loučky BO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2453,,"N222_02 Ostrava OV (Polanka nad Odrou), [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Ostrava OV (Polanka nad Odrou),,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2454,,"N222_03 Ostrava OV, [197-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[197-],[197-],Ostrava OV,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2455,,"N223_01 Ostrava OV, [197-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[197-],[197-],Ostrava OV,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2456,,"N223_02 Klenčí pod Čerchovem DO, [196-]. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,[196-],[196-],Klenčí pod Čerchovem DO,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2457,,"N223_03 Dolany OL, 1982. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1982,1982,Dolany OL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2458,,"N224_01 Dolany OL, 1982. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1982,1982,Dolany OL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2459,,"N226_01 Štěpánov OL, 1983. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1983,1983,Štěpánov OL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
2460,,"N227_01 Štěpánov OL, 1983. Archiv zvukových záznamů nářečních promluv.",,Přepis nahrávky,1983,1983,Štěpánov OL,,"Brno: dialektologické oddělení Ústavu pro jazyk český AV ČR, v. v. i.",Audio
